epoch,train_loss,vali_loss,test_loss,val_acc,val_f1,val_auc,test_acc,test_f1,test_auc
1,0.26962373685836794,0.23626182535115411,0.21354602021830424,0.8308823529411765,0.3611111111111111,0.6150207408485555,0.875,0.24731182795698925,0.5804640246975806
2,0.2542333590984345,0.2368068589883692,0.21528104075363705,0.8272058823529411,0.41975308641975306,0.6443268244999165,0.8714285714285714,0.2871287128712871,0.5960417716733871
3,0.2535846930742264,0.22899891874369452,0.2098907836845943,0.8345588235294118,0.423076923076923,0.6504424778761062,0.875,0.2929292929292929,0.5977035030241935
4,0.25207120621204376,0.25546910657602195,0.23725710745368686,0.8235294117647058,0.4216867469879518,0.6936122676957449,0.8678571428571429,0.29523809523809524,0.6299379410282258
5,0.24982657217979432,0.2402400470831815,0.21725130421774727,0.8363970588235294,0.35036496350364965,0.6250961908426318,0.5455357142857142,0.2436849925705795,0.5909305695564515
6,0.24689597105979919,0.2546844421064152,0.21688897758722306,0.5735294117647058,0.34831460674157305,0.5901819135493407,0.5821428571428572,0.23278688524590163,0.5596254410282258
7,0.24685096275806426,0.25346340502009673,0.2312904132264001,0.5422794117647058,0.35324675324675325,0.6311802616390919,0.55625,0.23889739663093415,0.5811570690524193
8,0.24343876218795776,0.22882362498956568,0.2088456630706787,0.8161764705882353,0.4382022471910112,0.6556792873051225,0.8696428571428572,0.32407407407407407,0.6215269027217742
9,0.24037390446662904,0.2461353435235865,0.2154883768941675,0.5863970588235294,0.3553008595988538,0.6226545549912977,0.5660714285714286,0.2523076923076923,0.5868904359879032
10,0.2453829699754715,0.2506732397219714,0.22083941783223834,0.5900735294117647,0.3573487031700288,0.637966903073286,0.4785714285714286,0.24155844155844156,0.5853074596774193
11,0.2414458819627762,0.23858760209644542,0.22046574226447513,0.8125,0.4742268041237113,0.6876333372406517,0.8491071428571428,0.3424124513618677,0.6455078125
12,0.23936149394512177,0.22715164545704336,0.20341967514583043,0.8327205882352942,0.4550898203592814,0.6777769691676976,0.8482142857142857,0.33070866141732286,0.6331747731854838
13,0.24300486350059508,0.24497821050531723,0.2237053707242012,0.8272058823529411,0.44047619047619047,0.6862495190457869,0.8482142857142857,0.33070866141732286,0.6486737651209677
14,0.2425908052921295,0.24194450150517857,0.21752330447946275,0.8216911764705882,0.4812834224598931,0.695396132846959,0.8473214285714286,0.3294117647058823,0.6396720640120968
15,0.24092411720752716,0.2314337982850916,0.21041222384997776,0.8272058823529411,0.4404761904761905,0.6635933806146572,0.8678571428571429,0.3211009174311927,0.6332062752016129
16,0.2420650968551636,0.23304634935715618,0.20057631092412131,0.8308823529411765,0.3333333333333333,0.6077092511013216,0.8839285714285714,0.25287356321839083,0.60498046875
17,0.2373575451374054,0.2515166165197597,0.2265287180032049,0.8198529411764706,0.46153846153846156,0.6740814915480532,0.8482142857142857,0.33070866141732286,0.6330960181451613
18,0.2402298562526703,0.24961626091424158,0.224996469276292,0.8125,0.44565217391304346,0.6539946056547619,0.8517857142857143,0.3252032520325203,0.6294417842741935
19,0.23799112212657927,0.2245379436542006,0.20218130307538168,0.8272058823529411,0.4777777777777778,0.6857317670093,0.8473214285714286,0.3294117647058823,0.6315209173387097
20,0.23910813295841218,0.2414682726649677,0.21232471742800305,0.8272058823529411,0.4125,0.6438802083333333,0.8866071428571428,0.3419689119170985,0.6202038180443549
