epoch,train_loss,vali_loss,test_loss,val_acc,val_f1,val_auc,test_acc,test_f1,test_auc
1,0.709445430278778,0.6537728239508236,0.5487732095377785,0.8308823529411765,0.5257731958762887,0.7343498817966904,0.85625,0.3783783783783784,0.6678821194556451
2,0.5822770012617111,0.7579443367088542,0.6229333426271166,0.7996323529411765,0.488262910798122,0.7290014684287811,0.8294642857142858,0.38977635782747605,0.6948478452620968
3,0.5579203497171402,0.6712477207183838,0.5692197978496552,0.8272058823529411,0.47777777777777786,0.6873441165575997,0.8535714285714285,0.3880597014925374,0.6734816028225806
4,0.5392917881011963,0.6583686961847193,0.547909813267844,0.8198529411764706,0.505050505050505,0.7284257414136679,0.8517857142857143,0.3851851851851852,0.683963898689516
5,0.5399875084161758,0.6494996793129865,0.5481125422886439,0.8290441176470589,0.48618784530386744,0.7240081738437001,0.8366071428571429,0.38383838383838387,0.6866021925403225
6,0.5287051591873169,0.6336054977248696,0.5470082700252533,0.8345588235294118,0.5312500000000001,0.742929973066564,0.8544642857142857,0.38490566037735846,0.6841214087701614
7,0.527511803150177,0.6535108685493469,0.5423625758716039,0.8253676470588235,0.5128205128205128,0.7345921846315236,0.8348214285714286,0.3894389438943894,0.679443359375
8,0.5358754060268403,0.6468043081900653,0.5408278277942112,0.8216911764705882,0.5025641025641026,0.7314657210401891,0.8303571428571429,0.38311688311688313,0.6825463079637097
9,0.5265778872966766,0.6600260138511658,0.5465105508055006,0.8253676470588235,0.5128205128205129,0.735412026726058,0.8544642857142857,0.38490566037735846,0.6799710181451613
10,0.5152147564888,0.6495049017317155,0.5445013676370893,0.8308823529411765,0.5106382978723404,0.7338228095937347,0.8544642857142857,0.38490566037735846,0.6788999495967742
11,0.5340233247280121,0.64265257470748,0.5473578580788203,0.8327205882352942,0.5133689839572193,0.7460398321325474,0.8544642857142857,0.38490566037735846,0.6816563760080645
12,0.5221654382944108,0.6560573700596305,0.5468673620905194,0.8308823529411765,0.5157894736842104,0.7388399412628488,0.8544642857142857,0.38490566037735846,0.6801127772177419
13,0.5312025210857392,0.6384141848367804,0.5467540093830654,0.8327205882352942,0.5027322404371585,0.7372787610619469,0.8544642857142857,0.38490566037735846,0.6797505040322581
14,0.5326913430690765,0.660626141464009,0.5461292726652963,0.8272058823529411,0.505263157894737,0.7410425844346549,0.8544642857142857,0.38490566037735846,0.6833653603830645
15,0.5273987866640091,0.6386476947980768,0.5468662432261876,0.8235294117647058,0.5102040816326531,0.7323640661938534,0.8544642857142857,0.38490566037735846,0.6796323714717742
16,0.5152032406330108,0.6387274510720197,0.5468283687319074,0.8308823529411765,0.5257731958762887,0.7377068557919622,0.8544642857142857,0.38490566037735846,0.6759072580645161
