epoch,train_loss,vali_loss,test_loss,val_acc,val_f1,val_auc,test_acc,test_f1,test_auc
1,0.6384196789229958,0.6293384227259405,0.690097288054935,0.5603448275862069,0.5565217391304348,0.6560115842345807,0.4399717514124294,0.6110838646395291,0.5772783120360943
2,0.6142099997372303,0.6134773554473087,0.6828820397288112,0.5373563218390804,0.5413105413105413,0.646681019994731,0.4399717514124294,0.6110838646395291,0.5862310465368119
3,0.6109002673799552,0.6092122587664374,0.685629651708118,0.5301724137931034,0.5361702127659574,0.6495335231590416,0.4399717514124294,0.6110838646395291,0.5916314299073555
4,0.6089070352535804,0.6117567964668932,0.6803192541760913,0.5962643678160919,0.5415986949429037,0.6589820906432748,0.4399717514124294,0.6110838646395291,0.6016529059446725
5,0.6075437528994477,0.610059032152439,0.6909904015266289,0.5962643678160919,0.5430894308943089,0.6598170404891033,0.4399717514124294,0.6110838646395291,0.597726090450349
6,0.6069545893414506,0.6094286883699482,0.6850913707482613,0.5330459770114943,0.5428973277074541,0.6571553157277956,0.4399717514124294,0.6110838646395291,0.6011509212835424
7,0.6067364589103217,0.6061433142629163,0.6729148560661381,0.5416666666666666,0.5449358059914408,0.6656696001094342,0.4399717514124294,0.6110838646395291,0.6050332058805075
8,0.6070686412378422,0.6086432091121016,0.6784567969330286,0.603448275862069,0.5353535353535354,0.6611479229621,0.4399717514124294,0.6110838646395291,0.6038126544665502
9,0.6069390510471122,0.6068522303268827,0.6727650706040658,0.6408045977011494,0.5353159851301115,0.6614703985319634,0.4399717514124294,0.6110838646395291,0.6052639568940914
10,0.6075252806677401,0.6068646568676521,0.6824258934643309,0.5402298850574713,0.550561797752809,0.6656662556216452,0.4399717514124294,0.6110838646395291,0.6038490888371162
11,0.6069916538821841,0.6128712111505968,0.6874267403352059,0.6479885057471264,0.5403377110694183,0.6683654466337812,0.4399717514124294,0.6110838646395291,0.6079074728918162
12,0.6066704531317776,0.6067295876042597,0.6782770141706629,0.5488505747126436,0.5514285714285715,0.6703832752613239,0.4399717514124294,0.6110838646395291,0.6108627051710493
13,0.6076593780980527,0.6064757591691511,0.6832366121017327,0.5316091954022989,0.5408450704225352,0.6645954269206662,0.4399717514124294,0.6110838646395291,0.6086584257518131
14,0.6057884018976711,0.6070700431692189,0.6736668474593405,0.6422413793103449,0.5328330206378987,0.6558737124619178,0.4399717514124294,0.6110838646395291,0.6063144812454078
15,0.6052510013568748,0.6030484150195944,0.6844554498034009,0.5474137931034483,0.5387994143484627,0.6589721926979715,0.4399717514124294,0.6110838646395291,0.6073994158355919
16,0.6046065064599213,0.6028095298799975,0.6832965890229759,0.5474137931034483,0.5387994143484626,0.6715240106309389,0.4399717514124294,0.6110838646395291,0.6104619270948245
17,0.6046650159416846,0.6012099025578335,0.6820112982038724,0.6508620689655172,0.5353728489483748,0.6650981177412896,0.4399717514124294,0.6110838646395291,0.6075876600835157
18,0.6043127208080107,0.6036796806187466,0.6795552640648211,0.646551724137931,0.5340909090909091,0.6630067028407277,0.4533898305084746,0.6118355065195588,0.6061646954997479
19,0.6060998914311233,0.6067004337393004,0.6734343024633699,0.6652298850574713,0.5493230174081237,0.6722535633499578,0.4399717514124294,0.6110838646395291,0.606395446513332
20,0.606470045100138,0.6076329699878035,0.6847484667422408,0.5589080459770115,0.5312977099236641,0.6671551316124804,0.4682203389830508,0.6136480246280144,0.6078588937310618
