epoch,train_loss,vali_loss,test_loss,val_acc,val_f1,val_auc,test_acc,test_f1,test_auc
1,0.932189017534256,0.8082351474200978,0.7793242709977286,0.8327205882352942,0.5133689839572193,0.6915575900627041,0.85625,0.38314176245210724,0.6945879536290323
2,0.6924532089502581,0.655959863873089,0.5751160945211138,0.8419117647058824,0.5,0.7063395560641824,0.8598214285714286,0.34309623430962344,0.6542023689516129
3,0.5797775249567724,0.648911186877419,0.5539719113281795,0.8474264705882353,0.5363128491620112,0.7309342398312039,0.8714285714285714,0.3739130434782609,0.6816642515120968
4,0.5634636244466228,0.6834661715170917,0.5689903054918561,0.84375,0.5029239766081871,0.7030541202726633,0.8714285714285714,0.3739130434782609,0.6786400579637097
5,0.5507874389088923,0.6664277104770436,0.57081492798669,0.8308823529411765,0.5157894736842105,0.7218676122931442,0.8580357142857142,0.38132295719844356,0.686279296875
6,0.5624137631347103,0.6659108207506292,0.562889300925391,0.8382352941176471,0.5111111111111111,0.7176571800595238,0.8625,0.3790322580645161,0.6885710685483871
7,0.5415924263577307,0.6674216985702515,0.5576035363333566,0.8382352941176471,0.5111111111111111,0.7176558291650635,0.8589285714285714,0.3828125,0.6879174017137096
8,0.5383350527094256,0.6557474434375763,0.5567052926336016,0.8308823529411765,0.5,0.7127895981087471,0.8607142857142858,0.38095238095238093,0.6903273059475806
9,0.5391865671882706,0.6483182223404155,0.5577227592468261,0.8345588235294118,0.5108695652173914,0.7235460992907802,0.8580357142857142,0.38132295719844356,0.6897130166330645
10,0.5496271351172078,0.6594732018078074,0.5574352834905897,0.8253676470588235,0.4919786096256685,0.7105145938342516,0.8580357142857142,0.38132295719844356,0.6901461693548386
11,0.5518820436010438,0.6684915966847363,0.558227595261165,0.8308823529411765,0.5053763440860215,0.7210738383043654,0.8589285714285714,0.3828125,0.6888073336693549
12,0.5443013906478882,0.6512917350320255,0.558353396824428,0.8290441176470589,0.5079365079365079,0.7161690848214286,0.8589285714285714,0.3828125,0.6858933971774194
13,0.5509545158955359,0.6509140905211953,0.5580798029899597,0.8308823529411765,0.5106382978723404,0.7237723214285714,0.8589285714285714,0.3828125,0.686342300907258
14,0.5489605040319504,0.684455897878198,0.5582568338939122,0.8327205882352942,0.5081081081081081,0.7185342789598109,0.8589285714285714,0.3828125,0.6863895539314516
15,0.5489343672750457,0.6701351719744065,0.5583698579243251,0.8382352941176471,0.5111111111111111,0.7345080763582966,0.8589285714285714,0.3828125,0.6866100680443548
16,0.5399373606328042,0.6698941676055684,0.5583611573491778,0.8327205882352942,0.5133689839572193,0.7329314420803783,0.8589285714285714,0.3828125,0.6863738029233871
17,0.5509083202529338,0.6707533878438613,0.5583409258297511,0.8308823529411765,0.5,0.7251827626010003,0.8589285714285714,0.3828125,0.6870038432459677
18,0.5499151543744148,0.657014383989222,0.5583350198609488,0.8345588235294118,0.5108695652173912,0.7213222365490564,0.8589285714285714,0.3828125,0.6860194052419355
19,0.5456812102948466,0.6609942141701194,0.5583624652453831,0.8345588235294118,0.5,0.7124113475177305,0.8589285714285714,0.3828125,0.6859012726814516
