epoch,train_loss,vali_loss,test_loss,val_acc,val_f1,val_auc,test_acc,test_f1,test_auc
1,0.920135495364666,0.6818388061864036,0.7562603457220669,0.8482142857142857,0.6091954022988505,0.7909646637841059,0.6756465517241379,0.34135667396061264,0.6134745967521886
2,0.8180146473646164,0.653864004782268,0.7801700368009764,0.8370535714285714,0.6137566137566138,0.7699843731217695,0.7359913793103449,0.35695538057742776,0.6309999922040056
3,0.7958252766728401,0.6427304744720459,0.7326652613179437,0.8482142857142857,0.6344086021505377,0.7832623106060606,0.7165948275862069,0.3569682151589242,0.6264003554973454
4,0.7680685079097748,0.6172621420451573,0.716875480166797,0.8258928571428571,0.6020408163265305,0.8031614376727971,0.7349137931034483,0.36597938144329895,0.6335804663563861
5,0.7493448358774185,0.6085983089038304,0.7386076203707991,0.8459821428571429,0.6229508196721311,0.7836443148688046,0.7273706896551724,0.3594936708860759,0.628170046230247
6,0.7424694946408272,0.6139903515577316,0.7394258307999578,0.8147321428571429,0.613953488372093,0.7983963344788085,0.7316810344827587,0.36317135549872126,0.6308830522877344
7,0.7471380135416985,0.601884343794414,0.7335653181733757,0.8080357142857143,0.609090909090909,0.7883522727272727,0.7112068965517241,0.35885167464114837,0.630828480326808
8,0.7457575058937073,0.6122390457562038,0.7344844752344591,0.8125,0.6,0.7867542613636365,0.7219827586206896,0.35820895522388063,0.6306101924831021
9,0.7440229055285453,0.6155434548854828,0.7365681559875094,0.8571428571428571,0.6097560975609756,0.7902091597547782,0.7252155172413793,0.35768261964735515,0.6301112488403458
10,0.7521152248978615,0.6127969941922596,0.7364033142040516,0.8392857142857143,0.6129032258064515,0.7904073780362438,0.7176724137931034,0.35784313725490197,0.6305166405500853
11,0.7345322915911674,0.617360308766365,0.7358732614023932,0.8191964285714286,0.6009852216748768,0.7829065993508835,0.7068965517241379,0.3584905660377358,0.6308050923435539
12,0.7353436973690987,0.6244122087955475,0.7355686045926193,0.8616071428571429,0.6172839506172839,0.7926942000894588,0.7058189655172413,0.3576470588235294,0.6308050923435538
13,0.7383168613910676,0.6262687253100532,0.73608074414319,0.8080357142857143,0.6018518518518519,0.7885194572834353,0.7252155172413793,0.35768261964735515,0.630812888337972
14,0.7396181431412697,0.6093343240874154,0.7360351661155964,0.8169642857142857,0.6019417475728154,0.7866478691220959,0.7058189655172413,0.3576470588235294,0.6309610122319153
15,0.7360870677232743,0.6141767395394189,0.7358128973122301,0.8415178571428571,0.6077348066298343,0.7890263903384525,0.7047413793103449,0.35680751173708924,0.6308908482821526
16,0.738310142159462,0.6188075372150966,0.7359715525446267,0.8191964285714286,0.6086956521739131,0.786760101386611,0.7058189655172413,0.3576470588235294,0.6308518683100622
17,0.7379995688796044,0.6206151694059372,0.7357340958611719,0.8191964285714286,0.6124401913875598,0.796399807669191,0.7047413793103449,0.35680751173708924,0.6312182800477114
